year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1933,South Africa,ZAF,ZAR,Africa,1930s,0.014,0.053,0.3382,0.0128,0.3092,0.0081,0.2604,1.45,4.92,Very Low (<$0.30),16.0,0.0118,0,none,1,0.67,0.0042,0.0098,1.0,13.0,24.1538
1934,South Africa,ZAF,ZAR,Africa,1930s,0.014,0.053,0.3281,0.0126,0.2953,0.0081,0.2604,0.0,-1.56,Very Low (<$0.30),16.0,0.0118,0,none,1,1.0,0.0063,0.0077,1.0,13.4,23.4328
1935,South Africa,ZAF,ZAR,Africa,1930s,0.0142,0.0538,0.3255,0.0124,0.2842,0.0081,0.2641,1.43,-1.59,Very Low (<$0.30),16.0,0.0119,0,none,1,0.97,0.0061,0.0081,1.0,13.7,22.9197
1936,South Africa,ZAF,ZAR,Africa,1930s,0.0143,0.0541,0.323,0.0128,0.2892,0.0081,0.266,0.7,3.23,Very Low (<$0.30),16.0,0.012,0,none,1,1.09,0.0069,0.0074,1.0,13.9,22.5899
1937,South Africa,ZAF,ZAR,Africa,1930s,0.0142,0.0538,0.3096,0.0127,0.2769,0.0084,0.2641,-0.7,-0.78,Very Low (<$0.30),16.0,0.0119,0,none,1,1.18,0.0074,0.0068,1.0,14.4,21.8056
1938,South Africa,ZAF,ZAR,Africa,1930s,0.0148,0.056,0.3296,0.0138,0.3073,0.0087,0.2753,4.23,8.66,Very Low (<$0.30),16.0,0.0124,0,none,1,1.13,0.0071,0.0077,1.0,14.1,22.2695
1939,South Africa,ZAF,ZAR,Africa,1930s,0.0145,0.0549,0.3276,0.0133,0.3004,0.0085,0.2697,-2.03,-3.62,Very Low (<$0.30),16.0,0.0122,0,none,1,1.02,0.0064,0.0081,1.0,13.9,22.5899
1940,South Africa,ZAF,ZAR,Africa,1940s,0.0148,0.056,0.3319,0.0133,0.2983,0.0091,0.2753,2.07,0.0,Very Low (<$0.30),16.0,0.0124,0,none,1,1.02,0.0064,0.0084,1.0,14.0,22.4286
1941,South Africa,ZAF,ZAR,Africa,1940s,0.0163,0.0617,0.3482,0.0147,0.314,0.0096,0.3032,10.14,10.53,Very Low (<$0.30),16.0,0.0137,0,none,1,1.14,0.0072,0.0091,1.0,14.7,21.3605
1942,South Africa,ZAF,ZAR,Africa,1940s,0.0162,0.0613,0.3121,0.0144,0.2774,0.0091,0.3013,-0.61,-2.04,Very Low (<$0.30),16.0,0.0136,0,none,1,1.19,0.0075,0.0087,1.0,16.3,19.2638
1943,South Africa,ZAF,ZAR,Africa,1940s,0.0168,0.0636,0.3049,0.0148,0.2686,0.0094,0.3125,3.7,2.78,Very Low (<$0.30),16.0,0.0141,0,none,1,1.2,0.0075,0.0093,1.0,17.3,18.1503
1944,South Africa,ZAF,ZAR,Africa,1940s,0.0172,0.0651,0.3069,0.0157,0.2801,0.0095,0.3199,2.38,6.08,Very Low (<$0.30),16.0,0.0144,0,none,1,1.21,0.0076,0.0096,1.0,17.6,17.8409
1945,South Africa,ZAF,ZAR,Africa,1940s,0.0183,0.0693,0.3192,0.0165,0.2878,0.0107,0.3404,6.4,5.1,Very Low (<$0.30),16.0,0.0154,0,none,1,1.22,0.0077,0.0106,1.0,18.0,17.4444
1946,South Africa,ZAF,ZAR,Africa,1940s,0.0187,0.0708,0.3011,0.0172,0.277,0.0109,0.3478,2.19,4.24,Very Low (<$0.30),16.0,0.0157,0,none,1,1.41,0.0089,0.0098,1.0,19.5,16.1026
1947,South Africa,ZAF,ZAR,Africa,1940s,0.0193,0.0731,0.2718,0.0172,0.2422,0.0115,0.359,3.21,0.0,Very Low (<$0.30),16.0,0.0162,0,none,1,1.93,0.0121,0.0072,1.0,22.3,14.0807
1948,South Africa,ZAF,ZAR,Africa,1940s,0.0202,0.0765,0.2632,0.018,0.2345,0.0113,0.3757,4.66,4.65,Very Low (<$0.30),16.0,0.017,0,none,1,2.6,0.0164,0.0038,1.0,24.1,13.029
1949,South Africa,ZAF,ZAR,Africa,1940s,0.0209,0.0791,0.2757,0.0189,0.2494,0.0122,0.3887,3.47,5.0,Very Low (<$0.30),16.0,0.0176,0,none,1,2.54,0.016,0.0049,1.0,23.8,13.1933
1950,South Africa,ZAF,ZAR,Africa,1950s,0.022,0.0833,0.2866,0.02,0.2606,0.0131,0.4092,5.26,5.82,Very Low (<$0.30),24.0,0.0167,0,none,1,2.51,0.0158,0.0062,1.0,24.1,13.029
1951,South Africa,ZAF,ZAR,Africa,1950s,0.0227,0.0859,0.2741,0.02,0.2415,0.0126,0.4222,3.18,0.0,Very Low (<$0.30),24.0,0.0173,0,none,1,2.53,0.0159,0.0068,1.0,26.0,12.0769
1952,South Africa,ZAF,ZAR,Africa,1950s,0.0235,0.089,0.2785,0.0209,0.2476,0.0135,0.4371,3.52,4.5,Very Low (<$0.30),24.0,0.0179,0,none,1,2.53,0.0159,0.0076,1.0,26.5,11.8491
1953,South Africa,ZAF,ZAR,Africa,1950s,0.024,0.0908,0.2822,0.0211,0.2481,0.0137,0.4464,2.13,0.96,Very Low (<$0.30),24.0,0.0182,0,none,1,2.68,0.0169,0.0071,1.0,26.7,11.7603
1954,South Africa,ZAF,ZAR,Africa,1950s,0.0261,0.0988,0.3047,0.0239,0.279,0.0147,0.4855,8.75,13.27,Very Low (<$0.30),24.0,0.0198,0,none,1,2.78,0.0175,0.0086,1.0,26.9,11.6729
1955,South Africa,ZAF,ZAR,Africa,1950s,0.0264,0.0999,0.3093,0.0236,0.2765,0.0151,0.491,1.15,-1.26,Very Low (<$0.30),24.0,0.0201,0,none,1,2.77,0.0174,0.009,1.0,26.8,11.7164
1956,South Africa,ZAF,ZAR,Africa,1950s,0.0273,0.1033,0.3152,0.0245,0.2828,0.0162,0.5078,3.41,3.81,Very Low (<$0.30),24.0,0.0207,0,none,1,2.79,0.0175,0.0098,1.0,27.2,11.5441
1957,South Africa,ZAF,ZAR,Africa,1950s,0.0285,0.1079,0.3185,0.0255,0.2849,0.0172,0.5301,4.4,4.08,Very Low (<$0.30),24.0,0.0217,0,none,1,3.09,0.0194,0.0091,1.0,28.1,11.1744
1958,South Africa,ZAF,ZAR,Africa,1950s,0.0302,0.1143,0.3281,0.027,0.2934,0.018,0.5617,5.96,5.88,Very Low (<$0.30),24.0,0.023,0,none,1,3.01,0.0189,0.0113,1.0,28.9,10.8651
1959,South Africa,ZAF,ZAR,Africa,1950s,0.0315,0.1192,0.3399,0.0283,0.3054,0.0181,0.5859,4.3,4.81,Very Low (<$0.30),24.0,0.0239,0,none,1,2.9,0.0182,0.0133,1.0,29.1,10.7904
1960,South Africa,ZAF,ZAR,Africa,1960s,0.0331,0.1253,0.3511,0.0309,0.3278,0.0189,0.6157,5.08,9.19,Very Low (<$0.30),24.0,0.0252,0,none,1,2.88,0.0181,0.015,1.0,29.6,10.6081
1961,South Africa,ZAF,ZAR,Africa,1960s,0.0335,0.1268,0.3518,0.0304,0.3193,0.0192,0.6231,1.21,-1.62,Very Low (<$0.30),24.0,0.0255,0,none,1,2.89,0.0182,0.0153,1.0,29.9,10.5017
1962,South Africa,ZAF,ZAR,Africa,1960s,0.0333,0.1261,0.3462,0.03,0.3119,0.0195,0.6194,-0.6,-1.32,Very Low (<$0.30),24.0,0.0253,0,none,1,2.9,0.0182,0.0151,1.0,30.2,10.3974
1963,South Africa,ZAF,ZAR,Africa,1960s,0.0358,0.1355,0.3674,0.0316,0.3243,0.021,0.6659,7.51,5.33,Very Low (<$0.30),24.0,0.0272,0,none,1,2.89,0.0182,0.0176,1.0,30.6,10.2614
1964,South Africa,ZAF,ZAR,Africa,1960s,0.0365,0.1382,0.3697,0.0325,0.3292,0.021,0.6789,1.96,2.85,Very Low (<$0.30),24.0,0.0277,0,none,1,2.88,0.0181,0.0184,1.0,31.0,10.129
1965,South Africa,ZAF,ZAR,Africa,1960s,0.0386,0.1461,0.3848,0.0351,0.3499,0.023,0.718,5.75,8.0,Very Low (<$0.30),24.0,0.0293,0,none,1,2.86,0.018,0.0206,1.0,31.5,9.9683
1966,South Africa,ZAF,ZAR,Africa,1960s,0.0374,0.1416,0.3625,0.0333,0.3227,0.022,0.6956,-3.11,-5.13,Very Low (<$0.30),24.0,0.0284,0,none,1,2.88,0.0181,0.0193,1.0,32.4,9.6914
1967,South Africa,ZAF,ZAR,Africa,1960s,0.0405,0.1533,0.3807,0.0372,0.3497,0.0228,0.7533,8.29,11.71,Very Low (<$0.30),24.0,0.0308,0,none,1,2.92,0.0184,0.0221,1.0,33.4,9.4012
1968,South Africa,ZAF,ZAR,Africa,1960s,0.0424,0.1605,0.3826,0.0387,0.3492,0.024,0.7886,4.69,4.03,Very Low (<$0.30),24.0,0.0322,0,none,1,2.94,0.0185,0.0239,1.0,34.8,9.023
1969,South Africa,ZAF,ZAR,Africa,1960s,0.0436,0.165,0.373,0.0392,0.3354,0.0248,0.811,2.83,1.29,Very Low (<$0.30),24.0,0.0331,0,none,1,3.09,0.0194,0.0242,1.0,36.7,8.5559
1970,South Africa,ZAF,ZAR,Africa,1970s,0.0434,0.1643,0.3512,0.0396,0.3205,0.0245,0.8072,-0.46,1.02,Very Low (<$0.30),32.0,0.0295,0,none,1,3.18,0.02,0.0234,1.0,38.8,8.0928
1971,South Africa,ZAF,ZAR,Africa,1970s,0.0504,0.1908,0.3908,0.0455,0.3528,0.0288,0.9374,16.13,14.9,Very Low (<$0.30),32.0,0.0343,0,none,1,3.6,0.0226,0.0278,1.0,40.5,7.7531
1972,South Africa,ZAF,ZAR,Africa,1970s,0.06,0.2271,0.4507,0.0556,0.4177,0.0364,1.116,19.05,22.2,Very Low (<$0.30),32.0,0.0408,0,none,1,3.6,0.0226,0.0374,1.0,41.8,7.512
1973,South Africa,ZAF,ZAR,Africa,1970s,0.066,0.2498,0.4668,0.0604,0.4272,0.0387,1.2276,10.0,8.63,Very Low (<$0.30),32.0,0.0449,0,none,1,4.75,0.0299,0.0361,1.2,44.4,7.0721
1974,South Africa,ZAF,ZAR,Africa,1970s,0.0743,0.2813,0.4732,0.0669,0.4261,0.0428,1.382,12.58,10.76,Very Low (<$0.30),32.0,0.0505,0,none,1,9.35,0.0588,0.0155,1.55,49.3,6.3692
1975,South Africa,ZAF,ZAR,Africa,1970s,0.0827,0.3131,0.4827,0.0748,0.4366,0.0482,1.5382,11.31,11.81,Very Low (<$0.30),32.0,0.0562,0,none,1,10.72,0.0674,0.0153,1.0,53.8,5.8364
1976,South Africa,ZAF,ZAR,Africa,1970s,0.101,0.3823,0.5574,0.0882,0.4867,0.0581,1.8786,22.13,17.91,Very Low (<$0.30),32.0,0.0687,0,none,1,11.51,0.0724,0.0286,1.0,56.9,5.5185
1977,South Africa,ZAF,ZAR,Africa,1970s,0.116,0.4391,0.6011,0.1015,0.5259,0.0673,2.1576,14.85,15.08,Very Low (<$0.30),32.0,0.0789,0,none,1,13.92,0.0876,0.0284,1.0,60.6,5.1815
1978,South Africa,ZAF,ZAR,Africa,1970s,0.1389,0.5258,0.6689,0.1244,0.5991,0.0813,2.5835,19.74,22.56,Very Low (<$0.30),32.0,0.0945,0,none,1,14.02,0.0882,0.0507,1.0,65.2,4.816
1979,South Africa,ZAF,ZAR,Africa,1970s,0.1736,0.6571,0.7508,0.1609,0.6959,0.0972,3.229,24.98,29.34,Very Low (<$0.30),32.0,0.118,0,none,1,31.61,0.1988,-0.0252,1.3,72.6,4.3251
1980,South Africa,ZAF,ZAR,Africa,1980s,0.2015,0.7628,0.7679,0.1824,0.6951,0.111,3.7479,16.07,13.36,Very Low (<$0.30),40.0,0.1209,0,none,1,36.83,0.2317,-0.0302,1.25,82.4,3.8107
1981,South Africa,ZAF,ZAR,Africa,1980s,0.2054,0.7775,0.7095,0.1859,0.6422,0.1189,3.8204,1.94,1.92,Very Low (<$0.30),40.1,0.123,0,none,1,35.75,0.2249,-0.0195,1.0,90.9,3.4543
1982,South Africa,ZAF,ZAR,Africa,1980s,0.2252,0.8525,0.7328,0.2054,0.6683,0.1297,4.1887,9.64,10.49,Very Low (<$0.30),40.1,0.1349,0,none,1,31.82,0.2001,0.0251,1.0,96.5,3.2539
1983,South Africa,ZAF,ZAR,Africa,1980s,0.2265,0.8574,0.7141,0.2063,0.6504,0.1297,4.2129,0.58,0.44,Very Low (<$0.30),40.2,0.1354,0,none,1,29.55,0.1859,0.0406,1.0,99.6,3.1526
1984,South Africa,ZAF,ZAR,Africa,1980s,0.2398,0.9077,0.7247,0.2208,0.6673,0.1372,4.4603,5.87,7.03,Very Low (<$0.30),40.2,0.1434,0,none,1,28.78,0.181,0.0588,1.0,103.9,3.0221
1985,South Africa,ZAF,ZAR,Africa,1980s,0.2458,0.9305,0.7173,0.2288,0.6677,0.1376,4.5719,2.5,3.62,Very Low (<$0.30),40.3,0.1467,0,none,1,27.56,0.1733,0.0725,1.0,107.6,2.9182
1986,South Africa,ZAF,ZAR,Africa,1980s,0.2541,0.9619,0.728,0.2289,0.6558,0.1478,4.7263,3.38,0.04,Very Low (<$0.30),40.4,0.1514,0,none,1,14.43,0.0908,0.1633,0.75,109.6,2.865
1987,South Africa,ZAF,ZAR,Africa,1980s,0.2849,1.0785,0.7875,0.2563,0.7084,0.163,5.2991,12.12,11.97,Very Low (<$0.30),40.4,0.1698,0,none,1,18.44,0.116,0.1689,1.0,113.6,2.7641
1988,South Africa,ZAF,ZAR,Africa,1980s,0.2858,1.0819,0.7586,0.2527,0.6707,0.171,5.3159,0.32,-1.4,Very Low (<$0.30),40.5,0.1701,0,none,1,14.92,0.0938,0.192,1.0,118.3,2.6543
1989,South Africa,ZAF,ZAR,Africa,1980s,0.2998,1.1349,0.7592,0.271,0.6862,0.1732,5.5763,4.9,7.24,Very Low (<$0.30),40.5,0.1784,0,none,1,18.33,0.1153,0.1845,1.0,124.0,2.5323
1990,South Africa,ZAF,ZAR,Africa,1990s,0.3162,1.1969,0.7597,0.2757,0.6624,0.1834,5.8813,5.47,1.73,Low ($0.30–$0.70),40.6,0.1878,0,none,1,23.73,0.1493,0.1669,1.0,130.7,2.4024
1991,South Africa,ZAF,ZAR,Africa,1990s,0.3291,1.2458,0.7587,0.2996,0.6907,0.1929,6.1213,4.08,8.67,Low ($0.30–$0.70),40.7,0.1952,0,none,1,20.2,0.1271,0.202,1.0,136.2,2.3054
1992,South Africa,ZAF,ZAR,Africa,1990s,0.3503,1.326,0.784,0.3191,0.7142,0.2118,6.5156,6.44,6.51,Low ($0.30–$0.70),40.7,0.2077,0,none,1,19.32,0.1215,0.2288,1.0,140.3,2.2381
1993,South Africa,ZAF,ZAR,Africa,1990s,0.3586,1.3574,0.7792,0.3211,0.6978,0.2054,6.67,2.37,0.63,Low ($0.30–$0.70),40.8,0.2123,0,none,1,16.97,0.1067,0.2519,1.0,144.5,2.173
1994,South Africa,ZAF,ZAR,Africa,1990s,0.3589,1.3586,0.7604,0.3254,0.6894,0.2075,6.6755,0.08,1.34,Low ($0.30–$0.70),40.8,0.2125,0,none,1,15.82,0.0995,0.2594,1.0,148.2,2.1188
1995,South Africa,ZAF,ZAR,Africa,1990s,0.3791,1.435,0.7811,0.3486,0.7182,0.2155,7.0513,5.63,7.13,Low ($0.30–$0.70),40.9,0.224,0,none,1,17.02,0.1071,0.272,1.0,152.4,2.0604
1996,South Africa,ZAF,ZAR,Africa,1990s,0.3934,1.4892,0.7873,0.3483,0.697,0.2268,7.3172,3.77,-0.09,Low ($0.30–$0.70),41.0,0.2321,0,none,1,22.12,0.1391,0.2543,1.0,156.9,2.0013
1997,South Africa,ZAF,ZAR,Africa,1990s,0.4067,1.5395,0.7957,0.363,0.7102,0.2272,7.5646,3.38,4.22,Low ($0.30–$0.70),41.0,0.24,0,none,1,19.09,0.1201,0.2866,1.0,160.5,1.9564
1998,South Africa,ZAF,ZAR,Africa,1990s,0.3861,1.4615,0.7438,0.3528,0.6796,0.2208,7.1815,-5.07,-2.81,Low ($0.30–$0.70),41.1,0.2274,0,none,1,13.07,0.0822,0.3039,0.82,163.0,1.9264
1999,South Africa,ZAF,ZAR,Africa,1990s,0.4082,1.5452,0.7694,0.363,0.6842,0.2386,7.5925,5.72,2.89,Low ($0.30–$0.70),41.1,0.2404,0,none,1,17.97,0.113,0.2952,1.0,166.6,1.8848
2000,South Africa,ZAF,ZAR,Africa,2000s,0.4256,1.6111,0.7761,0.3934,0.7173,0.2497,7.9162,4.26,8.37,Low ($0.30–$0.70),41.2,0.2503,0,none,1,30.38,0.1911,0.2345,1.0,172.2,1.8235
2001,South Africa,ZAF,ZAR,Africa,2000s,0.4385,1.6599,0.7775,0.3956,0.7014,0.2454,8.1561,3.03,0.56,Low ($0.30–$0.70),41.3,0.2574,0,none,1,25.93,0.1631,0.2754,1.0,177.1,1.773
2002,South Africa,ZAF,ZAR,Africa,2000s,0.4905,1.8567,0.8561,0.4297,0.75,0.2911,9.1233,11.86,8.62,Low ($0.30–$0.70),41.3,0.2879,0,none,1,26.15,0.1645,0.326,1.0,179.9,1.7454
2003,South Africa,ZAF,ZAR,Africa,2000s,0.5399,2.0437,0.9214,0.4874,0.8318,0.3251,10.0421,10.07,13.43,Low ($0.30–$0.70),41.4,0.3164,0,none,1,31.07,0.1954,0.3445,1.0,184.0,1.7065
2004,South Africa,ZAF,ZAR,Africa,2000s,0.5908,2.2364,0.9821,0.5304,0.8817,0.3435,10.9889,9.43,8.82,Low ($0.30–$0.70),41.4,0.3462,0,none,1,41.49,0.261,0.3298,1.0,188.9,1.6623
2005,South Africa,ZAF,ZAR,Africa,2000s,0.6448,2.4408,1.0367,0.5937,0.9545,0.3755,11.9933,9.14,11.93,Low ($0.30–$0.70),41.5,0.3772,0,none,1,56.59,0.3559,0.2889,1.0,195.3,1.6078
2006,South Africa,ZAF,ZAR,Africa,2000s,0.7563,2.8629,1.178,0.6784,1.0566,0.43,14.0672,17.29,14.27,Medium ($0.70–$1.10),41.6,0.4417,0,none,1,66.02,0.4153,0.341,1.0,201.6,1.5575
2007,South Africa,ZAF,ZAR,Africa,2000s,0.8769,3.3194,1.3283,0.7826,1.1854,0.5217,16.3103,15.95,15.36,Medium ($0.70–$1.10),41.6,0.5121,0,none,1,72.34,0.455,0.4219,1.0,207.3,1.5147
2008,South Africa,ZAF,ZAR,Africa,2000s,0.9758,3.6938,1.4231,0.8792,1.2823,0.5809,18.1499,11.28,12.34,Medium ($0.70–$1.10),41.7,0.5689,0,none,1,99.67,0.6269,0.3489,1.28,215.3,1.4584
2009,South Africa,ZAF,ZAR,Africa,2000s,0.9352,3.5401,1.369,0.8447,1.2365,0.5523,17.3947,-4.16,-3.92,Medium ($0.70–$1.10),41.7,0.5452,0,none,1,61.74,0.3883,0.5469,0.78,214.5,1.4639
2010,South Africa,ZAF,ZAR,Africa,2010s,0.9604,3.6355,1.3827,0.8474,1.22,0.5567,17.8634,2.69,0.32,Medium ($0.70–$1.10),41.8,0.559,0,none,1,79.61,0.5007,0.4597,1.0,218.1,1.4397
2011,South Africa,ZAF,ZAR,Africa,2010s,0.8918,3.3758,1.2451,0.7823,1.0922,0.5266,16.5875,-7.14,-7.68,Medium ($0.70–$1.10),41.9,0.5181,0,none,1,111.26,0.6998,0.192,1.0,224.9,1.3962
2012,South Africa,ZAF,ZAR,Africa,2010s,0.87,3.2933,1.1898,0.7776,1.0634,0.4987,16.182,-2.44,-0.6,Medium ($0.70–$1.10),41.9,0.5055,0,none,1,112.01,0.7045,0.1655,1.0,229.6,1.3676
2013,South Africa,ZAF,ZAR,Africa,2010s,0.8694,3.291,1.1716,0.7911,1.0661,0.5001,16.1708,-0.07,1.74,Medium ($0.70–$1.10),42.0,0.5043,0,none,1,108.66,0.6835,0.1859,1.0,233.0,1.3476
2014,South Africa,ZAF,ZAR,Africa,2010s,0.8624,3.2645,1.144,0.7516,0.9971,0.4767,16.0406,-0.81,-4.99,Medium ($0.70–$1.10),42.0,0.5002,0,none,1,98.97,0.6225,0.2399,1.0,236.7,1.3266
2015,South Africa,ZAF,ZAR,Africa,2010s,0.8231,3.1158,1.0905,0.7524,0.9969,0.4747,15.3097,-4.56,0.11,Medium ($0.70–$1.10),42.1,0.4766,0,none,1,52.39,0.3295,0.4936,1.0,237.0,1.3249
2016,South Africa,ZAF,ZAR,Africa,2010s,0.8661,3.2785,1.1331,0.777,1.0166,0.5053,16.1095,5.22,3.27,Medium ($0.70–$1.10),42.2,0.5006,0,none,1,43.74,0.2751,0.591,1.0,240.0,1.3083
2017,South Africa,ZAF,ZAR,Africa,2010s,0.9506,3.5984,1.2178,0.8612,1.1033,0.5475,17.6812,9.76,10.84,Medium ($0.70–$1.10),42.2,0.5494,0,none,1,54.25,0.3412,0.6094,1.0,245.1,1.2811
2018,South Africa,ZAF,ZAR,Africa,2010s,1.0209,3.8645,1.2766,0.8984,1.1234,0.5805,18.9887,7.4,4.32,Medium ($0.70–$1.10),42.3,0.5891,0,none,1,71.34,0.4487,0.5722,1.0,251.1,1.2505
2019,South Africa,ZAF,ZAR,Africa,2010s,1.0498,3.9739,1.2892,0.9593,1.178,0.6142,19.5263,2.83,6.78,Medium ($0.70–$1.10),42.3,0.6057,0,none,1,64.37,0.4049,0.6449,1.0,255.7,1.228
2020,South Africa,ZAF,ZAR,Africa,2020s,1.2492,4.7287,1.5156,1.1123,1.3495,0.7251,23.2351,18.99,15.95,High ($1.10–$1.60),42.4,0.7195,0,none,1,41.84,0.2632,0.986,0.72,258.8,1.2133
2021,South Africa,ZAF,ZAR,Africa,2020s,1.4285,5.4075,1.6552,1.2512,1.4497,0.8187,26.5701,14.35,12.49,High ($1.10–$1.60),42.5,0.8214,0,none,1,70.86,0.4457,0.9828,1.0,271.0,1.1587
2022,South Africa,ZAF,ZAR,Africa,2020s,1.6242,6.1483,1.7424,1.4568,1.5628,0.9283,30.2101,13.7,16.43,Very High (>$1.60),42.5,0.9339,0,none,1,101.32,0.6373,0.9869,1.3,292.7,1.0728
2023,South Africa,ZAF,ZAR,Africa,2020s,1.4067,5.3249,1.4496,1.2494,1.2875,0.7902,26.1646,-13.39,-14.24,High ($1.10–$1.60),42.6,0.8074,0,none,1,82.49,0.5188,0.8879,1.0,304.7,1.0305
2024,South Africa,ZAF,ZAR,Africa,2020s,1.4194,5.373,1.4194,1.2743,1.2743,0.811,26.4008,0.9,1.99,High ($1.10–$1.60),42.6,0.8147,0,none,1,80.0,0.5032,0.9162,1.0,314.0,1.0
