year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1932,Japan,JPN,JPY,Asia Pacific,1930s,0.0237,0.0897,0.5432,0.0219,0.5019,0.0167,3.5076,6.28,4.29,Very Low (<$0.30),19.2,0.0191,0,none,0,0.87,0.0055,0.0182,1.0,13.7,22.9197
1933,Japan,JPN,JPY,Asia Pacific,1930s,0.0242,0.0916,0.5845,0.0229,0.5531,0.016,3.5816,2.11,4.57,Very Low (<$0.30),19.2,0.0196,0,none,0,0.67,0.0042,0.02,1.0,13.0,24.1538
1934,Japan,JPN,JPY,Asia Pacific,1930s,0.0245,0.0927,0.5741,0.022,0.5155,0.0167,3.626,1.24,-3.93,Very Low (<$0.30),19.2,0.0198,0,none,0,1.0,0.0063,0.0182,1.0,13.4,23.4328
1935,Japan,JPN,JPY,Asia Pacific,1930s,0.024,0.0908,0.5501,0.0225,0.5157,0.0163,3.552,-2.04,2.27,Very Low (<$0.30),19.2,0.0194,0,none,0,0.97,0.0061,0.0179,1.0,13.7,22.9197
1936,Japan,JPN,JPY,Asia Pacific,1930s,0.0262,0.0992,0.5919,0.0235,0.5309,0.0177,3.8776,9.17,4.44,Very Low (<$0.30),19.2,0.0212,0,none,0,1.09,0.0069,0.0193,1.0,13.9,22.5899
1937,Japan,JPN,JPY,Asia Pacific,1930s,0.0262,0.0992,0.5713,0.0247,0.5386,0.0178,3.8776,0.0,5.11,Very Low (<$0.30),19.2,0.0212,0,none,0,1.18,0.0074,0.0188,1.0,14.4,21.8056
1938,Japan,JPN,JPY,Asia Pacific,1930s,0.0269,0.1018,0.599,0.0249,0.5545,0.0178,3.9812,2.67,0.81,Very Low (<$0.30),19.2,0.0217,0,none,0,1.13,0.0071,0.0198,1.0,14.1,22.2695
1939,Japan,JPN,JPY,Asia Pacific,1930s,0.0277,0.1049,0.6257,0.0256,0.5783,0.018,4.0996,2.97,2.81,Very Low (<$0.30),19.2,0.0224,0,none,0,1.02,0.0064,0.0213,1.0,13.9,22.5899
1940,Japan,JPN,JPY,Asia Pacific,1940s,0.0282,0.1067,0.6325,0.0264,0.5921,0.0192,4.1736,1.81,3.12,Very Low (<$0.30),19.2,0.0228,0,none,0,1.02,0.0064,0.0218,1.0,14.0,22.4286
1941,Japan,JPN,JPY,Asia Pacific,1940s,0.0286,0.1083,0.6109,0.0265,0.5661,0.0192,4.2328,1.42,0.38,Very Low (<$0.30),19.2,0.0231,0,none,0,1.14,0.0072,0.0214,1.0,14.7,21.3605
1942,Japan,JPN,JPY,Asia Pacific,1940s,0.0293,0.1109,0.5644,0.0276,0.5317,0.0195,4.3364,2.45,4.15,Very Low (<$0.30),19.2,0.0237,0,none,0,1.19,0.0075,0.0218,1.0,16.3,19.2638
1943,Japan,JPN,JPY,Asia Pacific,1940s,0.0299,0.1132,0.5427,0.0272,0.4937,0.0199,4.4252,2.05,-1.45,Very Low (<$0.30),19.2,0.0242,0,none,0,1.2,0.0075,0.0224,1.0,17.3,18.1503
1944,Japan,JPN,JPY,Asia Pacific,1940s,0.0317,0.12,0.5656,0.0293,0.5227,0.0222,4.6916,6.02,7.72,Very Low (<$0.30),19.2,0.0256,0,none,0,1.21,0.0076,0.0241,1.0,17.6,17.8409
1945,Japan,JPN,JPY,Asia Pacific,1940s,0.0332,0.1257,0.5792,0.03,0.5233,0.0222,4.9136,4.73,2.39,Very Low (<$0.30),19.2,0.0268,0,none,0,1.22,0.0077,0.0255,1.0,18.0,17.4444
1946,Japan,JPN,JPY,Asia Pacific,1940s,0.034,0.1287,0.5475,0.0313,0.504,0.0232,5.032,2.41,4.33,Very Low (<$0.30),19.2,0.0275,0,none,0,1.41,0.0089,0.0251,1.0,19.5,16.1026
1947,Japan,JPN,JPY,Asia Pacific,1940s,0.0349,0.1321,0.4914,0.0319,0.4492,0.0238,5.1652,2.65,1.92,Very Low (<$0.30),19.2,0.0282,0,none,0,1.93,0.0121,0.0228,1.0,22.3,14.0807
1948,Japan,JPN,JPY,Asia Pacific,1940s,0.0357,0.1351,0.4651,0.0328,0.4274,0.0236,5.2836,2.29,2.82,Very Low (<$0.30),19.2,0.0288,0,none,0,2.6,0.0164,0.0193,1.0,24.1,13.029
1949,Japan,JPN,JPY,Asia Pacific,1940s,0.0372,0.1408,0.4908,0.0342,0.4512,0.0251,5.5056,4.2,4.27,Very Low (<$0.30),19.2,0.0301,0,none,0,2.54,0.016,0.0212,1.0,23.8,13.1933
1950,Japan,JPN,JPY,Asia Pacific,1950s,0.038,0.1438,0.4951,0.0353,0.4599,0.0263,5.624,2.15,3.22,Very Low (<$0.30),28.8,0.0271,0,none,0,2.51,0.0158,0.0222,1.0,24.1,13.029
1951,Japan,JPN,JPY,Asia Pacific,1950s,0.0393,0.1488,0.4746,0.0367,0.4432,0.0263,5.8164,3.42,3.97,Very Low (<$0.30),28.8,0.028,0,none,0,2.53,0.0159,0.0234,1.0,26.0,12.0769
1952,Japan,JPN,JPY,Asia Pacific,1950s,0.04,0.1514,0.474,0.037,0.4384,0.0262,5.92,1.78,0.82,Very Low (<$0.30),28.8,0.0285,0,none,0,2.53,0.0159,0.0241,1.0,26.5,11.8491
1953,Japan,JPN,JPY,Asia Pacific,1950s,0.0423,0.1601,0.4975,0.0388,0.4563,0.029,6.2604,5.75,4.86,Very Low (<$0.30),28.8,0.0301,0,none,0,2.68,0.0169,0.0254,1.0,26.7,11.7603
1954,Japan,JPN,JPY,Asia Pacific,1950s,0.0428,0.162,0.4996,0.0388,0.4529,0.0288,6.3344,1.18,0.0,Very Low (<$0.30),28.8,0.0305,0,none,0,2.78,0.0175,0.0253,1.0,26.9,11.6729
1955,Japan,JPN,JPY,Asia Pacific,1950s,0.0446,0.1688,0.5226,0.0409,0.4792,0.0315,6.6008,4.21,5.41,Very Low (<$0.30),28.8,0.0318,0,none,0,2.77,0.0174,0.0272,1.0,26.8,11.7164
1956,Japan,JPN,JPY,Asia Pacific,1950s,0.0444,0.1681,0.5126,0.0404,0.4664,0.0306,6.5712,-0.45,-1.22,Very Low (<$0.30),28.8,0.0316,0,none,0,2.79,0.0175,0.0269,1.0,27.2,11.5441
1957,Japan,JPN,JPY,Asia Pacific,1950s,0.0466,0.1764,0.5207,0.0435,0.4861,0.031,6.8968,4.95,7.67,Very Low (<$0.30),28.8,0.0332,0,none,0,3.09,0.0194,0.0272,1.0,28.1,11.1744
1958,Japan,JPN,JPY,Asia Pacific,1950s,0.0477,0.1806,0.5183,0.0443,0.4813,0.0332,7.0596,2.36,1.84,Very Low (<$0.30),28.8,0.034,0,none,0,3.01,0.0189,0.0288,1.0,28.9,10.8651
1959,Japan,JPN,JPY,Asia Pacific,1950s,0.0507,0.1919,0.5471,0.0461,0.4974,0.0346,7.5036,6.29,4.06,Very Low (<$0.30),28.8,0.0361,0,none,0,2.9,0.0182,0.0325,1.0,29.1,10.7904
1960,Japan,JPN,JPY,Asia Pacific,1960s,0.0509,0.1927,0.54,0.0483,0.5124,0.0352,7.5332,0.39,4.77,Very Low (<$0.30),28.8,0.0362,0,none,0,2.88,0.0181,0.0328,1.0,29.6,10.6081
1961,Japan,JPN,JPY,Asia Pacific,1960s,0.0538,0.2037,0.565,0.0495,0.5198,0.0356,7.9624,5.7,2.48,Very Low (<$0.30),28.8,0.0383,0,none,0,2.89,0.0182,0.0356,1.0,29.9,10.5017
1962,Japan,JPN,JPY,Asia Pacific,1960s,0.0554,0.2097,0.576,0.0512,0.5323,0.0377,8.1992,2.97,3.43,Very Low (<$0.30),28.8,0.0394,0,none,0,2.9,0.0182,0.0372,1.0,30.2,10.3974
1963,Japan,JPN,JPY,Asia Pacific,1960s,0.0577,0.2184,0.5921,0.0522,0.5356,0.039,8.5396,4.15,1.95,Very Low (<$0.30),28.8,0.0411,0,none,0,2.89,0.0182,0.0395,1.0,30.6,10.2614
1964,Japan,JPN,JPY,Asia Pacific,1960s,0.057,0.2158,0.5774,0.0511,0.5176,0.0387,8.436,-1.21,-2.11,Very Low (<$0.30),28.8,0.0406,0,none,0,2.88,0.0181,0.0389,1.0,31.0,10.129
1965,Japan,JPN,JPY,Asia Pacific,1960s,0.0593,0.2245,0.5911,0.0537,0.5353,0.0411,8.7764,4.04,5.09,Very Low (<$0.30),28.8,0.0422,0,none,0,2.86,0.018,0.0413,1.0,31.5,9.9683
1966,Japan,JPN,JPY,Asia Pacific,1960s,0.0602,0.2279,0.5834,0.0537,0.5204,0.0401,8.9096,1.52,0.0,Very Low (<$0.30),28.8,0.0429,0,none,0,2.88,0.0181,0.0421,1.0,32.4,9.6914
1967,Japan,JPN,JPY,Asia Pacific,1960s,0.0644,0.2438,0.6054,0.0587,0.5519,0.0436,9.5312,6.98,9.31,Very Low (<$0.30),28.8,0.0459,0,none,0,2.92,0.0184,0.046,1.0,33.4,9.4012
1968,Japan,JPN,JPY,Asia Pacific,1960s,0.0621,0.2351,0.5603,0.058,0.5233,0.0423,9.1908,-3.57,-1.19,Very Low (<$0.30),28.8,0.0442,0,none,0,2.94,0.0185,0.0436,1.0,34.8,9.023
1969,Japan,JPN,JPY,Asia Pacific,1960s,0.067,0.2536,0.5732,0.0627,0.5365,0.0463,9.916,7.89,8.1,Very Low (<$0.30),28.8,0.0477,0,none,0,3.09,0.0194,0.0476,1.0,36.7,8.5559
1970,Japan,JPN,JPY,Asia Pacific,1970s,0.0683,0.2585,0.5527,0.0638,0.5163,0.0469,10.1084,1.94,1.75,Very Low (<$0.30),38.4,0.0421,0,none,0,3.18,0.02,0.0483,1.0,38.8,8.0928
1971,Japan,JPN,JPY,Asia Pacific,1970s,0.0779,0.2949,0.604,0.0731,0.5668,0.0519,11.5292,14.06,14.58,Very Low (<$0.30),38.4,0.048,0,none,0,3.6,0.0226,0.0553,1.0,40.5,7.7531
1972,Japan,JPN,JPY,Asia Pacific,1970s,0.0886,0.3354,0.6656,0.0817,0.6137,0.06,13.1128,13.74,11.76,Very Low (<$0.30),38.4,0.0546,0,none,0,3.6,0.0226,0.066,1.0,41.8,7.512
1973,Japan,JPN,JPY,Asia Pacific,1970s,0.1052,0.3982,0.744,0.0951,0.6726,0.0707,15.5696,18.74,16.4,Very Low (<$0.30),38.4,0.0648,0,none,0,4.75,0.0299,0.0753,1.2,44.4,7.0721
1974,Japan,JPN,JPY,Asia Pacific,1970s,0.1175,0.4448,0.7484,0.1065,0.6783,0.0806,17.39,11.69,11.99,Very Low (<$0.30),38.4,0.0724,0,none,0,9.35,0.0588,0.0587,1.55,49.3,6.3692
1975,Japan,JPN,JPY,Asia Pacific,1970s,0.1349,0.5107,0.7873,0.1236,0.7214,0.0896,19.9652,14.81,16.06,Very Low (<$0.30),38.4,0.0831,0,none,0,10.72,0.0674,0.0675,1.0,53.8,5.8364
1976,Japan,JPN,JPY,Asia Pacific,1970s,0.158,0.5981,0.8719,0.144,0.7947,0.1086,23.384,17.12,16.5,Very Low (<$0.30),38.4,0.0973,0,none,0,11.51,0.0724,0.0856,1.0,56.9,5.5185
1977,Japan,JPN,JPY,Asia Pacific,1970s,0.1898,0.7185,0.9835,0.1749,0.9062,0.1256,28.0904,20.13,21.46,Very Low (<$0.30),38.4,0.1169,0,none,0,13.92,0.0876,0.1022,1.0,60.6,5.1815
1978,Japan,JPN,JPY,Asia Pacific,1970s,0.2216,0.8388,1.0672,0.2113,1.0176,0.1478,32.7968,16.75,20.81,Very Low (<$0.30),38.4,0.1365,0,none,0,14.02,0.0882,0.1334,1.0,65.2,4.816
1979,Japan,JPN,JPY,Asia Pacific,1970s,0.266,1.0069,1.1505,0.2438,1.0545,0.1811,39.368,20.04,15.38,Very Low (<$0.30),38.4,0.1639,0,none,0,31.61,0.1988,0.0672,1.3,72.6,4.3251
1980,Japan,JPN,JPY,Asia Pacific,1980s,0.322,1.2189,1.227,0.2969,1.1314,0.2215,47.656,21.05,21.78,Low ($0.30–$0.70),48.0,0.1674,0,none,0,36.83,0.2317,0.0903,1.25,82.4,3.8107
1981,Japan,JPN,JPY,Asia Pacific,1980s,0.313,1.1848,1.0812,0.2856,0.9866,0.2126,46.324,-2.8,-3.81,Low ($0.30–$0.70),48.1,0.1624,0,none,0,35.75,0.2249,0.0881,1.0,90.9,3.4543
1982,Japan,JPN,JPY,Asia Pacific,1980s,0.3155,1.1943,1.0266,0.2908,0.9462,0.2093,46.694,0.8,1.82,Low ($0.30–$0.70),48.1,0.1637,0,none,0,31.82,0.2001,0.1154,1.0,96.5,3.2539
1983,Japan,JPN,JPY,Asia Pacific,1980s,0.3396,1.2855,1.0706,0.3125,0.9852,0.2261,50.2608,7.64,7.46,Low ($0.30–$0.70),48.2,0.1759,0,none,0,29.55,0.1859,0.1537,1.0,99.6,3.1526
1984,Japan,JPN,JPY,Asia Pacific,1980s,0.3577,1.354,1.081,0.3198,0.9665,0.2467,52.9396,5.33,2.34,Low ($0.30–$0.70),48.3,0.1849,0,none,0,28.78,0.181,0.1767,1.0,103.9,3.0221
1985,Japan,JPN,JPY,Asia Pacific,1980s,0.352,1.3325,1.0272,0.3169,0.9248,0.2367,52.096,-1.59,-0.91,Low ($0.30–$0.70),48.4,0.1816,0,none,0,27.56,0.1733,0.1787,1.0,107.6,2.9182
1986,Japan,JPN,JPY,Asia Pacific,1980s,0.3661,1.3858,1.0489,0.3271,0.9371,0.2529,54.1828,4.01,3.22,Low ($0.30–$0.70),48.4,0.1889,0,none,0,14.43,0.0908,0.2753,0.75,109.6,2.865
1987,Japan,JPN,JPY,Asia Pacific,1980s,0.3732,1.4127,1.0316,0.3424,0.9464,0.2641,55.2336,1.94,4.68,Low ($0.30–$0.70),48.5,0.1922,0,none,0,18.44,0.116,0.2572,1.0,113.6,2.7641
1988,Japan,JPN,JPY,Asia Pacific,1980s,0.386,1.4612,1.0245,0.353,0.937,0.2657,57.128,3.43,3.1,Low ($0.30–$0.70),48.6,0.1984,0,none,0,14.92,0.0938,0.2922,1.0,118.3,2.6543
1989,Japan,JPN,JPY,Asia Pacific,1980s,0.41,1.552,1.0382,0.3799,0.962,0.276,60.68,6.22,7.62,Low ($0.30–$0.70),48.6,0.2107,0,none,0,18.33,0.1153,0.2947,1.0,124.0,2.5323
1990,Japan,JPN,JPY,Asia Pacific,1990s,0.4158,1.574,0.9989,0.3881,0.9324,0.2782,61.5384,1.41,2.16,Low ($0.30–$0.70),48.7,0.2133,0,none,0,23.73,0.1493,0.2665,1.0,130.7,2.4024
1991,Japan,JPN,JPY,Asia Pacific,1990s,0.4597,1.7402,1.0598,0.4253,0.9805,0.3111,68.0356,10.56,9.59,Low ($0.30–$0.70),48.8,0.2354,0,none,0,20.2,0.1271,0.3326,1.0,136.2,2.3054
1992,Japan,JPN,JPY,Asia Pacific,1990s,0.4991,1.8893,1.117,0.4589,1.027,0.3452,73.8668,8.57,7.9,Low ($0.30–$0.70),48.9,0.255,0,none,0,19.32,0.1215,0.3776,1.0,140.3,2.2381
1993,Japan,JPN,JPY,Asia Pacific,1990s,0.572,2.1653,1.243,0.5358,1.1643,0.3847,84.656,14.61,16.76,Low ($0.30–$0.70),48.9,0.2923,0,none,0,16.97,0.1067,0.4653,1.0,144.5,2.173
1994,Japan,JPN,JPY,Asia Pacific,1990s,0.6189,2.3428,1.3113,0.5668,1.2009,0.4112,91.5972,8.2,5.79,Low ($0.30–$0.70),49.0,0.3156,0,none,0,15.82,0.0995,0.5194,1.0,148.2,2.1188
1995,Japan,JPN,JPY,Asia Pacific,1990s,0.6648,2.5165,1.3697,0.6047,1.2459,0.4477,98.3904,7.42,6.69,Low ($0.30–$0.70),49.1,0.3384,0,none,0,17.02,0.1071,0.5577,1.0,152.4,2.0604
1996,Japan,JPN,JPY,Asia Pacific,1990s,0.6736,2.5499,1.3481,0.6106,1.222,0.458,99.6928,1.32,0.98,Low ($0.30–$0.70),49.2,0.3422,0,none,0,22.12,0.1391,0.5345,1.0,156.9,2.0013
1997,Japan,JPN,JPY,Asia Pacific,1990s,0.6983,2.6434,1.3661,0.6452,1.2623,0.4841,103.3484,3.67,5.67,Low ($0.30–$0.70),49.2,0.3547,0,none,0,19.09,0.1201,0.5782,1.0,160.5,1.9564
1998,Japan,JPN,JPY,Asia Pacific,1990s,0.7008,2.6528,1.35,0.635,1.2233,0.4728,103.7184,0.36,-1.58,Medium ($0.70–$1.10),49.3,0.3553,0,none,0,13.07,0.0822,0.6186,0.82,163.0,1.9264
1999,Japan,JPN,JPY,Asia Pacific,1990s,0.6954,2.6324,1.3107,0.6315,1.1902,0.481,102.9192,-0.77,-0.55,Low ($0.30–$0.70),49.4,0.3519,0,none,0,17.97,0.113,0.5824,1.0,166.6,1.8848
2000,Japan,JPN,JPY,Asia Pacific,2000s,0.7371,2.7902,1.3441,0.6926,1.2629,0.4981,109.0908,6.0,9.68,Medium ($0.70–$1.10),49.4,0.373,0,none,0,30.38,0.1911,0.546,1.0,172.2,1.8235
2001,Japan,JPN,JPY,Asia Pacific,2000s,0.7618,2.8837,1.3507,0.7057,1.2512,0.5086,112.7464,3.35,1.89,Medium ($0.70–$1.10),49.5,0.3847,0,none,0,25.93,0.1631,0.5987,1.0,177.1,1.773
2002,Japan,JPN,JPY,Asia Pacific,2000s,0.7735,2.928,1.3501,0.7226,1.2612,0.5236,114.478,1.54,2.39,Medium ($0.70–$1.10),49.6,0.3898,0,none,0,26.15,0.1645,0.609,1.0,179.9,1.7454
2003,Japan,JPN,JPY,Asia Pacific,2000s,0.82,3.104,1.3993,0.7795,1.3302,0.5698,121.36,6.01,7.87,Medium ($0.70–$1.10),49.7,0.4125,0,none,0,31.07,0.1954,0.6246,1.0,184.0,1.7065
2004,Japan,JPN,JPY,Asia Pacific,2000s,0.8305,3.1438,1.3805,0.7633,1.2688,0.5932,122.914,1.28,-2.08,Medium ($0.70–$1.10),49.7,0.4177,0,none,0,41.49,0.261,0.5695,1.0,188.9,1.6623
2005,Japan,JPN,JPY,Asia Pacific,2000s,0.8807,3.3338,1.416,0.8243,1.3253,0.6022,130.3436,6.04,7.99,Medium ($0.70–$1.10),49.8,0.4421,0,none,0,56.59,0.3559,0.5248,1.0,195.3,1.6078
2006,Japan,JPN,JPY,Asia Pacific,2000s,0.9172,3.472,1.4286,0.8229,1.2817,0.6307,135.7456,4.14,-0.17,Medium ($0.70–$1.10),49.9,0.4595,0,none,0,66.02,0.4153,0.5019,1.0,201.6,1.5575
2007,Japan,JPN,JPY,Asia Pacific,2000s,1.0048,3.8036,1.522,0.9432,1.4287,0.6857,148.7104,9.55,14.62,Medium ($0.70–$1.10),49.9,0.5034,0,none,0,72.34,0.455,0.5498,1.0,207.3,1.5147
2008,Japan,JPN,JPY,Asia Pacific,2000s,1.0329,3.9099,1.5064,0.9553,1.3932,0.7232,152.8692,2.8,1.28,Medium ($0.70–$1.10),50.0,0.5164,0,none,0,99.67,0.6269,0.406,1.28,215.3,1.4584
2009,Japan,JPN,JPY,Asia Pacific,2000s,0.9752,3.6915,1.4276,0.899,1.316,0.6351,144.3296,-5.59,-5.89,Medium ($0.70–$1.10),50.1,0.4866,0,none,0,61.74,0.3883,0.5869,0.78,214.5,1.4639
2010,Japan,JPN,JPY,Asia Pacific,2010s,0.9431,3.57,1.3578,0.8523,1.2271,0.6585,139.5788,-3.29,-5.19,Medium ($0.70–$1.10),50.2,0.4697,0,none,0,79.61,0.5007,0.4424,1.0,218.1,1.4397
2011,Japan,JPN,JPY,Asia Pacific,2010s,0.9735,3.6851,1.3592,0.8952,1.2499,0.6629,144.078,3.22,5.03,Medium ($0.70–$1.10),50.2,0.4848,0,none,0,111.26,0.6998,0.2737,1.0,224.9,1.3962
2012,Japan,JPN,JPY,Asia Pacific,2010s,0.9573,3.6238,1.3092,0.8879,1.2143,0.6392,141.6804,-1.66,-0.82,Medium ($0.70–$1.10),50.3,0.4758,0,none,0,112.01,0.7045,0.2528,1.0,229.6,1.3676
2013,Japan,JPN,JPY,Asia Pacific,2010s,0.958,3.6264,1.291,0.8891,1.1982,0.6829,141.784,0.07,0.14,Medium ($0.70–$1.10),50.4,0.4752,0,none,0,108.66,0.6835,0.2745,1.0,233.0,1.3476
2014,Japan,JPN,JPY,Asia Pacific,2010s,1.0227,3.8713,1.3567,0.9329,1.2376,0.6986,151.3596,6.75,4.93,Medium ($0.70–$1.10),50.4,0.5073,0,none,0,98.97,0.6225,0.4002,1.0,236.7,1.3266
2015,Japan,JPN,JPY,Asia Pacific,2010s,0.9987,3.7805,1.3232,0.908,1.203,0.6975,147.8076,-2.35,-2.67,Medium ($0.70–$1.10),50.5,0.4944,0,none,0,52.39,0.3295,0.6692,1.0,237.0,1.3249
2016,Japan,JPN,JPY,Asia Pacific,2010s,1.0688,4.0458,1.3983,0.9876,1.2921,0.7182,158.1824,7.02,8.77,Medium ($0.70–$1.10),50.6,0.528,0,none,0,43.74,0.2751,0.7937,1.0,240.0,1.3083
2017,Japan,JPN,JPY,Asia Pacific,2010s,1.1043,4.1802,1.4147,1.0394,1.3316,0.74,163.4364,3.32,5.25,High ($1.10–$1.60),50.7,0.5444,0,none,0,54.25,0.3412,0.7631,1.0,245.1,1.2811
2018,Japan,JPN,JPY,Asia Pacific,2010s,1.1306,4.2798,1.4138,1.0361,1.2956,0.7544,167.3288,2.38,-0.32,High ($1.10–$1.60),50.7,0.5574,0,none,0,71.34,0.4487,0.6819,1.0,251.1,1.2505
2019,Japan,JPN,JPY,Asia Pacific,2010s,1.1634,4.4039,1.4287,1.0811,1.3276,0.7673,172.1832,2.9,4.34,High ($1.10–$1.60),50.8,0.5724,0,none,0,64.37,0.4049,0.7585,1.0,255.7,1.228
2020,Japan,JPN,JPY,Asia Pacific,2020s,1.2206,4.6205,1.4809,1.1607,1.4083,0.8209,180.6488,4.92,7.36,High ($1.10–$1.60),50.9,0.5993,0,none,0,41.84,0.2632,0.9574,0.72,258.8,1.2133
2021,Japan,JPN,JPY,Asia Pacific,2020s,1.3325,5.0441,1.5439,1.2127,1.4051,0.9091,197.21,9.17,4.48,High ($1.10–$1.60),51.0,0.6529,0,none,0,70.86,0.4457,0.8868,1.0,271.0,1.1587
2022,Japan,JPN,JPY,Asia Pacific,2020s,1.4241,5.3908,1.5277,1.2854,1.3789,0.9784,210.7668,6.87,5.99,High ($1.10–$1.60),51.0,0.6978,0,none,0,101.32,0.6373,0.7868,1.3,292.7,1.0728
2023,Japan,JPN,JPY,Asia Pacific,2020s,1.2669,4.7957,1.3056,1.1604,1.1958,0.8532,187.5012,-11.04,-9.72,High ($1.10–$1.60),51.1,0.6195,0,none,0,82.49,0.5188,0.7481,1.0,304.7,1.0305
2024,Japan,JPN,JPY,Asia Pacific,2020s,1.236,4.6788,1.236,1.1388,1.1388,0.8547,182.928,-2.44,-1.86,High ($1.10–$1.60),51.2,0.6032,0,none,0,80.0,0.5032,0.7328,1.0,314.0,1.0
