year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1933,Brazil,BRA,BRL,Latin America,1930s,0.0171,0.0647,0.413,0.0145,0.3502,0.0106,0.085,3.01,2.11,Very Low (<$0.30),16.8,0.0142,0,partial,1,0.67,0.0042,0.0129,1.0,13.0,24.1538
1934,Brazil,BRA,BRL,Latin America,1930s,0.017,0.0644,0.3984,0.0145,0.3398,0.0109,0.0845,-0.58,0.0,Very Low (<$0.30),16.8,0.0141,0,partial,1,1.0,0.0063,0.0107,1.0,13.4,23.4328
1935,Brazil,BRA,BRL,Latin America,1930s,0.0177,0.067,0.4057,0.0153,0.3507,0.0109,0.088,4.12,5.52,Very Low (<$0.30),16.8,0.0147,0,partial,1,0.97,0.0061,0.0116,1.0,13.7,22.9197
1936,Brazil,BRA,BRL,Latin America,1930s,0.0181,0.0685,0.4089,0.0156,0.3524,0.0113,0.09,2.26,1.96,Very Low (<$0.30),16.8,0.0151,0,partial,1,1.09,0.0069,0.0112,1.0,13.9,22.5899
1937,Brazil,BRA,BRL,Latin America,1930s,0.0184,0.0697,0.4012,0.0153,0.3336,0.0115,0.0914,1.66,-1.92,Very Low (<$0.30),16.8,0.0153,0,partial,1,1.18,0.0074,0.011,1.0,14.4,21.8056
1938,Brazil,BRA,BRL,Latin America,1930s,0.0194,0.0734,0.432,0.0163,0.363,0.0123,0.0964,5.43,6.54,Very Low (<$0.30),16.8,0.0161,0,partial,1,1.13,0.0071,0.0123,1.0,14.1,22.2695
1939,Brazil,BRA,BRL,Latin America,1930s,0.0204,0.0772,0.4608,0.0174,0.3931,0.0126,0.1014,5.15,6.75,Very Low (<$0.30),16.8,0.017,0,partial,1,1.02,0.0064,0.014,1.0,13.9,22.5899
1940,Brazil,BRA,BRL,Latin America,1940s,0.02,0.0757,0.4486,0.0162,0.3633,0.0124,0.0994,-1.96,-6.9,Very Low (<$0.30),16.8,0.0166,0,partial,1,1.02,0.0064,0.0136,1.0,14.0,22.4286
1941,Brazil,BRA,BRL,Latin America,1940s,0.0211,0.0799,0.4507,0.018,0.3845,0.0127,0.1049,5.5,11.11,Very Low (<$0.30),16.8,0.0176,0,partial,1,1.14,0.0072,0.0139,1.0,14.7,21.3605
1942,Brazil,BRA,BRL,Latin America,1940s,0.0213,0.0806,0.4103,0.018,0.3467,0.0132,0.1059,0.95,0.0,Very Low (<$0.30),16.8,0.0177,0,partial,1,1.19,0.0075,0.0138,1.0,16.3,19.2638
1943,Brazil,BRA,BRL,Latin America,1940s,0.0223,0.0844,0.4048,0.019,0.3449,0.0135,0.1108,4.69,5.56,Very Low (<$0.30),16.8,0.0186,0,partial,1,1.2,0.0075,0.0148,1.0,17.3,18.1503
1944,Brazil,BRA,BRL,Latin America,1940s,0.0223,0.0844,0.3979,0.0192,0.3425,0.0137,0.1108,0.0,1.05,Very Low (<$0.30),16.8,0.0186,0,partial,1,1.21,0.0076,0.0147,1.0,17.6,17.8409
1945,Brazil,BRA,BRL,Latin America,1940s,0.0241,0.0912,0.4204,0.0202,0.3524,0.0149,0.1198,8.07,5.21,Very Low (<$0.30),16.8,0.0201,0,partial,1,1.22,0.0077,0.0164,1.0,18.0,17.4444
1946,Brazil,BRA,BRL,Latin America,1940s,0.0248,0.0939,0.3993,0.0207,0.3333,0.0159,0.1233,2.9,2.48,Very Low (<$0.30),16.8,0.0206,0,partial,1,1.41,0.0089,0.0159,1.0,19.5,16.1026
1947,Brazil,BRA,BRL,Latin America,1940s,0.0258,0.0977,0.3633,0.0223,0.314,0.0163,0.1282,4.03,7.73,Very Low (<$0.30),16.8,0.0215,0,partial,1,1.93,0.0121,0.0137,1.0,22.3,14.0807
1948,Brazil,BRA,BRL,Latin America,1940s,0.0259,0.098,0.3375,0.0217,0.2827,0.0163,0.1287,0.39,-2.69,Very Low (<$0.30),16.8,0.0215,0,partial,1,2.6,0.0164,0.0095,1.0,24.1,13.029
1949,Brazil,BRA,BRL,Latin America,1940s,0.0268,0.1014,0.3536,0.0231,0.3048,0.0164,0.1332,3.47,6.45,Very Low (<$0.30),16.8,0.0223,0,partial,1,2.54,0.016,0.0108,1.0,23.8,13.1933
1950,Brazil,BRA,BRL,Latin America,1950s,0.028,0.106,0.3648,0.0234,0.3049,0.0176,0.1392,4.48,1.3,Very Low (<$0.30),25.2,0.0209,0,partial,1,2.51,0.0158,0.0122,1.0,24.1,13.029
1951,Brazil,BRA,BRL,Latin America,1950s,0.0289,0.1094,0.349,0.0246,0.2971,0.0178,0.1436,3.21,5.13,Very Low (<$0.30),25.2,0.0216,0,partial,1,2.53,0.0159,0.013,1.0,26.0,12.0769
1952,Brazil,BRA,BRL,Latin America,1950s,0.0299,0.1132,0.3543,0.0251,0.2974,0.0186,0.1486,3.46,2.03,Very Low (<$0.30),25.2,0.0224,0,partial,1,2.53,0.0159,0.014,1.0,26.5,11.8491
1953,Brazil,BRA,BRL,Latin America,1950s,0.0304,0.1151,0.3575,0.0253,0.2975,0.0182,0.1511,1.67,0.8,Very Low (<$0.30),25.2,0.0227,0,partial,1,2.68,0.0169,0.0135,1.0,26.7,11.7603
1954,Brazil,BRA,BRL,Latin America,1950s,0.0329,0.1245,0.384,0.0282,0.3292,0.0199,0.1635,8.22,11.46,Very Low (<$0.30),25.2,0.0246,0,partial,1,2.78,0.0175,0.0154,1.0,26.9,11.6729
1955,Brazil,BRA,BRL,Latin America,1950s,0.0333,0.1261,0.3902,0.0278,0.3257,0.0208,0.1655,1.22,-1.42,Very Low (<$0.30),25.2,0.0249,0,partial,1,2.77,0.0174,0.0159,1.0,26.8,11.7164
1956,Brazil,BRA,BRL,Latin America,1950s,0.0352,0.1332,0.4064,0.0304,0.3509,0.0212,0.1749,5.71,9.35,Very Low (<$0.30),25.2,0.0263,0,partial,1,2.79,0.0175,0.0177,1.0,27.2,11.5441
1957,Brazil,BRA,BRL,Latin America,1950s,0.0366,0.1385,0.409,0.0321,0.3587,0.0224,0.1819,3.98,5.59,Very Low (<$0.30),25.2,0.0274,0,partial,1,3.09,0.0194,0.0172,1.0,28.1,11.1744
1958,Brazil,BRA,BRL,Latin America,1950s,0.037,0.1401,0.402,0.0318,0.3455,0.023,0.1839,1.09,-0.93,Very Low (<$0.30),25.2,0.0277,0,partial,1,3.01,0.0189,0.0181,1.0,28.9,10.8651
1959,Brazil,BRA,BRL,Latin America,1950s,0.0385,0.1457,0.4154,0.0326,0.3518,0.0238,0.1913,4.05,2.52,Very Low (<$0.30),25.2,0.0288,0,partial,1,2.9,0.0182,0.0203,1.0,29.1,10.7904
1960,Brazil,BRA,BRL,Latin America,1960s,0.04,0.1514,0.4243,0.0347,0.3681,0.0248,0.1988,3.9,6.44,Very Low (<$0.30),25.2,0.0299,1,partial,1,2.88,0.0181,0.0219,1.0,29.6,10.6081
1961,Brazil,BRA,BRL,Latin America,1960s,0.0416,0.1575,0.4369,0.0343,0.3602,0.0259,0.2068,4.0,-1.15,Very Low (<$0.30),25.2,0.0311,1,partial,1,2.89,0.0182,0.0234,1.0,29.9,10.5017
1962,Brazil,BRA,BRL,Latin America,1960s,0.0415,0.1571,0.4315,0.036,0.3743,0.0257,0.2063,-0.24,4.96,Very Low (<$0.30),25.2,0.031,1,partial,1,2.9,0.0182,0.0233,1.0,30.2,10.3974
1963,Brazil,BRA,BRL,Latin America,1960s,0.0461,0.1745,0.4731,0.0389,0.3992,0.0282,0.2291,11.08,8.06,Very Low (<$0.30),25.2,0.0345,1,partial,1,2.89,0.0182,0.0279,1.0,30.6,10.2614
1964,Brazil,BRA,BRL,Latin America,1960s,0.0474,0.1794,0.4801,0.0395,0.4001,0.0282,0.2356,2.82,1.54,Very Low (<$0.30),25.2,0.0355,1,partial,1,2.88,0.0181,0.0293,1.0,31.0,10.129
1965,Brazil,BRA,BRL,Latin America,1960s,0.0491,0.1859,0.4894,0.0415,0.4137,0.0299,0.244,3.59,5.06,Very Low (<$0.30),25.2,0.0367,1,partial,1,2.86,0.018,0.0311,1.0,31.5,9.9683
1966,Brazil,BRA,BRL,Latin America,1960s,0.0506,0.1915,0.4904,0.0436,0.4225,0.0322,0.2515,3.05,5.06,Very Low (<$0.30),25.2,0.0378,1,partial,1,2.88,0.0181,0.0325,1.0,32.4,9.6914
1967,Brazil,BRA,BRL,Latin America,1960s,0.0534,0.2021,0.502,0.045,0.4231,0.0335,0.2654,5.53,3.21,Very Low (<$0.30),25.2,0.0399,1,partial,1,2.92,0.0184,0.035,1.0,33.4,9.4012
1968,Brazil,BRA,BRL,Latin America,1960s,0.0558,0.2112,0.5035,0.0473,0.4268,0.0355,0.2773,4.49,5.11,Very Low (<$0.30),25.2,0.0417,1,partial,1,2.94,0.0185,0.0373,1.0,34.8,9.023
1969,Brazil,BRA,BRL,Latin America,1960s,0.0576,0.218,0.4928,0.0498,0.4261,0.0352,0.2863,3.23,5.29,Very Low (<$0.30),25.2,0.0431,1,partial,1,3.09,0.0194,0.0382,1.0,36.7,8.5559
1970,Brazil,BRA,BRL,Latin America,1970s,0.0599,0.2267,0.4848,0.0501,0.4054,0.0374,0.2977,3.99,0.6,Very Low (<$0.30),33.6,0.0398,1,partial,1,3.18,0.02,0.0399,1.0,38.8,8.0928
1971,Brazil,BRA,BRL,Latin America,1970s,0.0669,0.2532,0.5187,0.0578,0.4481,0.0406,0.3325,11.69,15.37,Very Low (<$0.30),33.6,0.0444,1,partial,1,3.6,0.0226,0.0443,1.0,40.5,7.7531
1972,Brazil,BRA,BRL,Latin America,1970s,0.0754,0.2854,0.5664,0.062,0.4657,0.0476,0.3747,12.71,7.27,Very Low (<$0.30),33.6,0.0501,1,partial,1,3.6,0.0226,0.0528,1.0,41.8,7.512
1973,Brazil,BRA,BRL,Latin America,1970s,0.0805,0.3047,0.5693,0.0698,0.4936,0.0504,0.4001,6.76,12.58,Very Low (<$0.30),33.6,0.0535,1,partial,1,4.75,0.0299,0.0506,1.2,44.4,7.0721
1974,Brazil,BRA,BRL,Latin America,1970s,0.0943,0.357,0.6006,0.0803,0.5114,0.0596,0.4687,17.14,15.04,Very Low (<$0.30),33.6,0.0626,1,partial,1,9.35,0.0588,0.0355,1.55,49.3,6.3692
1975,Brazil,BRA,BRL,Latin America,1970s,0.1021,0.3865,0.5959,0.0873,0.5095,0.0616,0.5074,8.27,8.72,Very Low (<$0.30),33.6,0.0678,1,partial,1,10.72,0.0674,0.0347,1.0,53.8,5.8364
1976,Brazil,BRA,BRL,Latin America,1970s,0.1046,0.396,0.5772,0.0895,0.4939,0.064,0.5199,2.45,2.52,Very Low (<$0.30),33.6,0.0695,1,partial,1,11.51,0.0724,0.0322,1.0,56.9,5.5185
1977,Brazil,BRA,BRL,Latin America,1970s,0.104,0.3937,0.5389,0.0896,0.4643,0.0671,0.5169,-0.57,0.11,Very Low (<$0.30),33.6,0.0691,1,partial,1,13.92,0.0876,0.0164,1.0,60.6,5.1815
1978,Brazil,BRA,BRL,Latin America,1970s,0.1127,0.4266,0.5428,0.0959,0.4618,0.0683,0.5601,8.37,7.03,Very Low (<$0.30),33.6,0.0748,1,partial,1,14.02,0.0882,0.0245,1.0,65.2,4.816
1979,Brazil,BRA,BRL,Latin America,1970s,0.1142,0.4323,0.4939,0.0976,0.4221,0.0708,0.5676,1.33,1.77,Very Low (<$0.30),33.6,0.0758,1,partial,1,31.61,0.1988,-0.0846,1.3,72.6,4.3251
1980,Brazil,BRA,BRL,Latin America,1980s,0.1207,0.4569,0.4599,0.1025,0.3906,0.0756,0.5999,5.69,5.02,Very Low (<$0.30),42.0,0.07,1,partial,1,36.83,0.2317,-0.111,1.25,82.4,3.8107
1981,Brazil,BRA,BRL,Latin America,1980s,0.117,0.4429,0.4042,0.0991,0.3423,0.0743,0.5815,-3.07,-3.32,Very Low (<$0.30),42.1,0.0677,1,partial,1,35.75,0.2249,-0.1079,1.0,90.9,3.4543
1982,Brazil,BRA,BRL,Latin America,1980s,0.1148,0.4346,0.3735,0.0955,0.3107,0.0728,0.5706,-1.88,-3.63,Very Low (<$0.30),42.1,0.0665,1,partial,1,31.82,0.2001,-0.0853,1.0,96.5,3.2539
1983,Brazil,BRA,BRL,Latin America,1980s,0.1156,0.4376,0.3644,0.1011,0.3187,0.0719,0.5745,0.7,5.86,Very Low (<$0.30),42.2,0.0668,1,partial,1,29.55,0.1859,-0.0703,1.0,99.6,3.1526
1984,Brazil,BRA,BRL,Latin America,1980s,0.1102,0.4172,0.333,0.0942,0.2847,0.0665,0.5477,-4.67,-6.82,Very Low (<$0.30),42.3,0.0636,1,partial,1,28.78,0.181,-0.0708,1.0,103.9,3.0221
1985,Brazil,BRA,BRL,Latin America,1980s,0.1091,0.413,0.3184,0.0935,0.2729,0.0668,0.5422,-1.0,-0.74,Very Low (<$0.30),42.3,0.063,1,partial,1,27.56,0.1733,-0.0642,1.0,107.6,2.9182
1986,Brazil,BRA,BRL,Latin America,1980s,0.1328,0.5027,0.3805,0.1157,0.3315,0.0804,0.66,21.72,23.74,Very Low (<$0.30),42.4,0.0765,1,partial,1,14.43,0.0908,0.042,0.75,109.6,2.865
1987,Brazil,BRA,BRL,Latin America,1980s,0.1638,0.6201,0.4528,0.1387,0.3834,0.1032,0.8141,23.34,19.88,Very Low (<$0.30),42.4,0.0943,1,partial,1,18.44,0.116,0.0478,1.0,113.6,2.7641
1988,Brazil,BRA,BRL,Latin America,1980s,0.1934,0.7321,0.5133,0.1607,0.4265,0.1197,0.9612,18.07,15.86,Very Low (<$0.30),42.5,0.1112,1,partial,1,14.92,0.0938,0.0996,1.0,118.3,2.6543
1989,Brazil,BRA,BRL,Latin America,1980s,0.2207,0.8354,0.5589,0.1901,0.4814,0.1372,1.0969,14.12,18.29,Very Low (<$0.30),42.6,0.1267,1,partial,1,18.33,0.1153,0.1054,1.0,124.0,2.5323
1990,Brazil,BRA,BRL,Latin America,1990s,0.2731,1.0338,0.6561,0.2356,0.566,0.1705,1.3573,23.74,23.93,Very Low (<$0.30),42.6,0.1568,1,partial,1,23.73,0.1493,0.1238,1.0,130.7,2.4024
1991,Brazil,BRA,BRL,Latin America,1990s,0.3073,1.1633,0.7085,0.2638,0.6082,0.1857,1.5273,12.52,11.97,Low ($0.30–$0.70),42.7,0.1761,1,partial,1,20.2,0.1271,0.1802,1.0,136.2,2.3054
1992,Brazil,BRA,BRL,Latin America,1990s,0.3299,1.2488,0.7383,0.2828,0.6329,0.2041,1.6396,7.35,7.2,Low ($0.30–$0.70),42.8,0.1887,1,partial,1,19.32,0.1215,0.2084,1.0,140.3,2.2381
1993,Brazil,BRA,BRL,Latin America,1990s,0.3648,1.3809,0.7927,0.3125,0.6791,0.2226,1.8131,10.58,10.5,Low ($0.30–$0.70),42.8,0.2087,1,partial,1,16.97,0.1067,0.2581,1.0,144.5,2.173
1994,Brazil,BRA,BRL,Latin America,1990s,0.3994,1.5119,0.8462,0.3432,0.7272,0.243,1.985,9.48,9.82,Low ($0.30–$0.70),42.9,0.2281,1,partial,1,15.82,0.0995,0.2999,1.0,148.2,2.1188
1995,Brazil,BRA,BRL,Latin America,1990s,0.4343,1.644,0.8948,0.369,0.7603,0.2707,2.1585,8.74,7.52,Low ($0.30–$0.70),42.9,0.248,1,partial,1,17.02,0.1071,0.3272,1.0,152.4,2.0604
1996,Brazil,BRA,BRL,Latin America,1990s,0.4705,1.781,0.9416,0.3962,0.7929,0.3003,2.3384,8.34,7.37,Low ($0.30–$0.70),43.0,0.2682,1,partial,1,22.12,0.1391,0.3314,1.0,156.9,2.0013
1997,Brazil,BRA,BRL,Latin America,1990s,0.5228,1.979,1.0228,0.441,0.8628,0.3246,2.5983,11.12,11.31,Low ($0.30–$0.70),43.1,0.2975,1,partial,1,19.09,0.1201,0.4027,1.0,160.5,1.9564
1998,Brazil,BRA,BRL,Latin America,1990s,0.5751,2.177,1.1079,0.4893,0.9426,0.35,2.8582,10.0,10.95,Low ($0.30–$0.70),43.1,0.3272,1,partial,1,13.07,0.0822,0.4929,0.82,163.0,1.9264
1999,Brazil,BRA,BRL,Latin America,1990s,0.6247,2.3647,1.1774,0.5297,0.9984,0.3897,3.1048,8.62,8.26,Low ($0.30–$0.70),43.2,0.3548,1,partial,1,17.97,0.113,0.5117,1.0,166.6,1.8848
2000,Brazil,BRA,BRL,Latin America,2000s,0.6502,2.4613,1.1856,0.5493,1.0016,0.4183,3.2315,4.08,3.7,Low ($0.30–$0.70),43.3,0.3687,1,partial,1,30.38,0.1911,0.4591,1.0,172.2,1.8235
2001,Brazil,BRA,BRL,Latin America,2000s,0.7191,2.7221,1.275,0.6262,1.1103,0.4516,3.5739,10.6,14.0,Medium ($0.70–$1.10),43.3,0.4077,1,partial,1,25.93,0.1631,0.556,1.0,177.1,1.773
2002,Brazil,BRA,BRL,Latin America,2000s,0.7448,2.8194,1.3,0.622,1.0856,0.4611,3.7017,3.57,-0.67,Medium ($0.70–$1.10),43.4,0.4216,1,partial,1,26.15,0.1645,0.5803,1.0,179.9,1.7454
2003,Brazil,BRA,BRL,Latin America,2000s,0.7984,3.0223,1.3625,0.6743,1.1507,0.4925,3.968,7.2,8.41,Medium ($0.70–$1.10),43.4,0.4519,1,partial,1,31.07,0.1954,0.603,1.0,184.0,1.7065
2004,Brazil,BRA,BRL,Latin America,2000s,0.8561,3.2407,1.4231,0.7184,1.1942,0.5225,4.2548,7.23,6.54,Medium ($0.70–$1.10),43.5,0.4837,1,partial,1,41.49,0.261,0.5951,1.0,188.9,1.6623
2005,Brazil,BRA,BRL,Latin America,2000s,0.9103,3.4459,1.4636,0.7955,1.279,0.5412,4.5242,6.33,10.73,Medium ($0.70–$1.10),43.6,0.5134,1,partial,1,56.59,0.3559,0.5544,1.0,195.3,1.6078
2006,Brazil,BRA,BRL,Latin America,2000s,0.9219,3.4898,1.4359,0.7892,1.2292,0.5803,4.5818,1.27,-0.79,Medium ($0.70–$1.10),43.6,0.52,1,partial,1,66.02,0.4153,0.5066,1.0,201.6,1.5575
2007,Brazil,BRA,BRL,Latin America,2000s,0.9901,3.7479,1.4997,0.8534,1.2927,0.6198,4.9208,7.4,8.13,Medium ($0.70–$1.10),43.7,0.5574,1,partial,1,72.34,0.455,0.5351,1.0,207.3,1.5147
2008,Brazil,BRA,BRL,Latin America,2000s,1.0294,3.8967,1.5013,0.8861,1.2923,0.6405,5.1161,3.97,3.83,Medium ($0.70–$1.10),43.8,0.5785,1,partial,1,99.67,0.6269,0.4025,1.28,215.3,1.4584
2009,Brazil,BRA,BRL,Latin America,2000s,1.0873,4.1159,1.5917,0.8951,1.3103,0.674,5.4039,5.62,1.02,Medium ($0.70–$1.10),43.8,0.6111,1,partial,1,61.74,0.3883,0.699,0.78,214.5,1.4639
2010,Brazil,BRA,BRL,Latin America,2010s,1.103,4.1753,1.588,0.9431,1.3578,0.6566,5.4819,1.44,5.36,High ($1.10–$1.60),43.9,0.6188,1,partial,1,79.61,0.5007,0.6023,1.0,218.1,1.4397
2011,Brazil,BRA,BRL,Latin America,2010s,1.1587,4.3862,1.6177,0.9726,1.3579,0.7154,5.7587,5.05,3.13,High ($1.10–$1.60),44.0,0.6489,1,partial,1,111.26,0.6998,0.4589,1.0,224.9,1.3962
2012,Brazil,BRA,BRL,Latin America,2010s,1.1459,4.3377,1.5671,0.9837,1.3453,0.7217,5.6951,-1.1,1.14,High ($1.10–$1.60),44.0,0.6417,1,partial,1,112.01,0.7045,0.4414,1.0,229.6,1.3676
2013,Brazil,BRA,BRL,Latin America,2010s,1.2342,4.672,1.6633,1.0519,1.4176,0.7672,6.134,7.71,6.93,High ($1.10–$1.60),44.1,0.6899,1,partial,1,108.66,0.6835,0.5507,1.0,233.0,1.3476
2014,Brazil,BRA,BRL,Latin America,2010s,1.2548,4.7499,1.6646,1.0705,1.4201,0.788,6.2364,1.67,1.77,High ($1.10–$1.60),44.1,0.7014,1,partial,1,98.97,0.6225,0.6323,1.0,236.7,1.3266
2015,Brazil,BRA,BRL,Latin America,2010s,1.2769,4.8336,1.6918,1.0748,1.424,0.7865,6.3462,1.76,0.4,High ($1.10–$1.60),44.2,0.7125,1,partial,1,52.39,0.3295,0.9474,1.0,237.0,1.3249
2016,Brazil,BRA,BRL,Latin America,2010s,1.3083,4.9525,1.7117,1.1015,1.4411,0.8213,6.5023,2.46,2.48,High ($1.10–$1.60),44.3,0.7287,0,partial,1,43.74,0.2751,1.0332,1.0,240.0,1.3083
2017,Brazil,BRA,BRL,Latin America,2010s,1.2797,4.8442,1.6394,1.0915,1.3983,0.7865,6.3601,-2.19,-0.91,High ($1.10–$1.60),44.3,0.7128,0,partial,1,54.25,0.3412,0.9385,1.0,245.1,1.2811
2018,Brazil,BRA,BRL,Latin America,2010s,1.2861,4.8684,1.6083,1.0789,1.3492,0.8251,6.3919,0.5,-1.15,High ($1.10–$1.60),44.4,0.7151,0,partial,1,71.34,0.4487,0.8374,1.0,251.1,1.2505
2019,Brazil,BRA,BRL,Latin America,2010s,1.341,5.0762,1.6468,1.1436,1.4043,0.8426,6.6648,4.27,6.0,High ($1.10–$1.60),44.5,0.7443,0,partial,1,64.37,0.4049,0.9361,1.0,255.7,1.228
2020,Brazil,BRA,BRL,Latin America,2020s,1.4248,5.3935,1.7287,1.2195,1.4796,0.8597,7.0813,6.25,6.64,High ($1.10–$1.60),44.5,0.7908,0,partial,1,41.84,0.2632,1.1616,0.72,258.8,1.2133
2021,Brazil,BRA,BRL,Latin America,2020s,1.5048,5.6963,1.7436,1.2893,1.4939,0.9336,7.4789,5.61,5.72,High ($1.10–$1.60),44.6,0.8337,0,partial,1,70.86,0.4457,1.0591,1.0,271.0,1.1587
2022,Brazil,BRA,BRL,Latin America,2020s,1.6568,6.2717,1.7774,1.4104,1.513,1.0473,8.2343,10.1,9.39,Very High (>$1.60),44.6,0.9179,0,partial,1,101.32,0.6373,1.0195,1.3,292.7,1.0728
2023,Brazil,BRA,BRL,Latin America,2020s,1.3389,5.0683,1.3798,1.1433,1.1782,0.8174,6.6543,-19.19,-18.94,High ($1.10–$1.60),44.7,0.7404,0,partial,1,82.49,0.5188,0.8201,1.0,304.7,1.0305
2024,Brazil,BRA,BRL,Latin America,2020s,1.2966,4.9082,1.2966,1.0806,1.0806,0.8059,6.4441,-3.16,-5.48,High ($1.10–$1.60),44.8,0.7157,0,partial,1,80.0,0.5032,0.7934,1.0,314.0,1.0
1924,Mexico,MEX,MXN,Latin America,1920s,0.0118,0.0447,0.2167,0.0103,0.1891,0.0066,0.203,,,Very Low (<$0.30),12.0,0.0104,0,partial,1,1.43,0.009,0.0028,1.0,17.1,18.3626
1925,Mexico,MEX,MXN,Latin America,1920s,0.0123,0.0466,0.2207,0.0108,0.1938,0.0069,0.2116,4.24,4.85,Very Low (<$0.30),12.0,0.0108,0,partial,1,1.68,0.0106,0.0017,1.0,17.5,17.9429
1926,Mexico,MEX,MXN,Latin America,1920s,0.0125,0.0473,0.2218,0.011,0.1951,0.007,0.215,1.63,1.85,Very Low (<$0.30),12.0,0.011,0,partial,1,1.88,0.0118,0.0007,1.0,17.7,17.7401
1927,Mexico,MEX,MXN,Latin America,1920s,0.0128,0.0485,0.231,0.0113,0.2039,0.0067,0.2202,2.4,2.73,Very Low (<$0.30),12.0,0.0113,0,partial,1,1.3,0.0082,0.0046,1.0,17.4,18.046
1928,Mexico,MEX,MXN,Latin America,1920s,0.0133,0.0503,0.2442,0.0119,0.2185,0.007,0.2288,3.91,5.31,Very Low (<$0.30),12.0,0.0117,0,partial,1,1.17,0.0074,0.0059,1.0,17.1,18.3626
1929,Mexico,MEX,MXN,Latin America,1920s,0.0138,0.0522,0.2534,0.0119,0.2185,0.0076,0.2374,3.76,0.0,Very Low (<$0.30),12.0,0.0121,0,partial,1,1.27,0.008,0.0058,1.0,17.1,18.3626
1930,Mexico,MEX,MXN,Latin America,1930s,0.0139,0.0526,0.2614,0.0122,0.2294,0.0074,0.2391,0.72,2.52,Very Low (<$0.30),12.0,0.0122,0,partial,1,1.19,0.0075,0.0064,1.0,16.7,18.8024
1931,Mexico,MEX,MXN,Latin America,1930s,0.0141,0.0534,0.2913,0.0118,0.2438,0.0078,0.2425,1.44,-3.28,Very Low (<$0.30),12.0,0.0124,0,partial,1,0.65,0.0041,0.01,1.0,15.2,20.6579
1932,Mexico,MEX,MXN,Latin America,1930s,0.0147,0.0556,0.3369,0.0128,0.2934,0.0081,0.2528,4.26,8.47,Very Low (<$0.30),12.0,0.0129,0,partial,1,0.87,0.0055,0.0092,1.0,13.7,22.9197
1933,Mexico,MEX,MXN,Latin America,1930s,0.0148,0.056,0.3575,0.0128,0.3092,0.0077,0.2546,0.68,0.0,Very Low (<$0.30),12.0,0.013,0,partial,1,0.67,0.0042,0.0106,1.0,13.0,24.1538
1934,Mexico,MEX,MXN,Latin America,1930s,0.0155,0.0587,0.3632,0.0135,0.3163,0.0086,0.2666,4.73,5.47,Very Low (<$0.30),12.0,0.0136,0,partial,1,1.0,0.0063,0.0092,1.0,13.4,23.4328
1935,Mexico,MEX,MXN,Latin America,1930s,0.0158,0.0598,0.3621,0.0137,0.314,0.0087,0.2718,1.94,1.48,Very Low (<$0.30),12.0,0.0139,0,partial,1,0.97,0.0061,0.0097,1.0,13.7,22.9197
1936,Mexico,MEX,MXN,Latin America,1930s,0.0164,0.0621,0.3705,0.0144,0.3253,0.0091,0.2821,3.8,5.11,Very Low (<$0.30),12.0,0.0144,0,partial,1,1.09,0.0069,0.0095,1.0,13.9,22.5899
1937,Mexico,MEX,MXN,Latin America,1930s,0.0164,0.0621,0.3576,0.0145,0.3162,0.0091,0.2821,0.0,0.69,Very Low (<$0.30),12.0,0.0144,0,partial,1,1.18,0.0074,0.009,1.0,14.4,21.8056
1938,Mexico,MEX,MXN,Latin America,1930s,0.0166,0.0628,0.3697,0.0143,0.3185,0.0092,0.2855,1.22,-1.38,Very Low (<$0.30),12.0,0.0146,0,partial,1,1.13,0.0071,0.0095,1.0,14.1,22.2695
1939,Mexico,MEX,MXN,Latin America,1930s,0.0176,0.0666,0.3976,0.0154,0.3479,0.0096,0.3027,6.02,7.69,Very Low (<$0.30),12.0,0.0155,0,partial,1,1.02,0.0064,0.0112,1.0,13.9,22.5899
1940,Mexico,MEX,MXN,Latin America,1940s,0.0182,0.0689,0.4082,0.0163,0.3656,0.0095,0.313,3.41,5.84,Very Low (<$0.30),12.0,0.016,0,partial,1,1.02,0.0064,0.0118,1.0,14.0,22.4286
1941,Mexico,MEX,MXN,Latin America,1940s,0.0194,0.0734,0.4144,0.0169,0.361,0.0108,0.3337,6.59,3.68,Very Low (<$0.30),12.0,0.0171,0,partial,1,1.14,0.0072,0.0122,1.0,14.7,21.3605
1942,Mexico,MEX,MXN,Latin America,1940s,0.0192,0.0727,0.3699,0.0165,0.3179,0.0108,0.3302,-1.03,-2.37,Very Low (<$0.30),12.0,0.0169,0,partial,1,1.19,0.0075,0.0117,1.0,16.3,19.2638
1943,Mexico,MEX,MXN,Latin America,1940s,0.0206,0.078,0.3739,0.0182,0.3303,0.0111,0.3543,7.29,10.3,Very Low (<$0.30),12.0,0.0181,0,partial,1,1.2,0.0075,0.0131,1.0,17.3,18.1503
